price,city,locality_tier,area_sqft,bhk,bathrooms,floor,total_floors,parking,lift,east_facing,furnishing,property_age
1375317,Kolkata,Budget,366,1,1,0,2,1,0,0,Unfurnished,8
10164596,Kolkata,Mid,1681,3,3,0,4,1,1,0,Semi-Furnished,9
19016009,Mumbai,Budget,1553,3,3,5,6,1,1,1,Unfurnished,8
6682889,Hyderabad,Budget,1078,2,2,11,17,1,1,0,Fully Furnished,12
5156710,Bangalore,Mid,553,1,1,4,8,0,0,0,Unfurnished,7
38816409,Mumbai,Mid,1819,4,4,1,2,0,0,0,Fully Furnished,11
6590832,Jaipur,Mid,1356,3,3,1,14,0,1,0,Semi-Furnished,6
8407742,Delhi,Budget,938,2,1,2,2,0,0,0,Semi-Furnished,9
41793279,Mumbai,Premium,1577,3,2,2,23,1,1,1,Unfurnished,6
7540459,Hyderabad,Budget,1334,3,2,2,3,1,0,0,Semi-Furnished,5
5146942,Pune,Premium,478,1,1,0,7,1,0,1,Unfurnished,7
29139173,Mumbai,Mid,1478,3,3,2,2,0,0,0,Semi-Furnished,10
10142139,Chennai,Budget,2095,4,3,6,8,1,1,0,Unfurnished,5
12415421,Hyderabad,Mid,1580,3,2,2,7,1,1,0,Unfurnished,11
18096208,Mumbai,Mid,878,2,2,4,6,1,1,0,Semi-Furnished,6
57637497,Mumbai,Premium,2173,4,3,0,2,1,0,1,Unfurnished,6
7330190,Hyderabad,Mid,860,2,1,12,18,0,1,0,Fully Furnished,8
38383007,Delhi,Premium,2131,4,3,8,14,1,1,0,Unfurnished,1
3044161,Noida,Mid,433,1,1,3,9,1,1,1,Unfurnished,8
9131111,Kolkata,Mid,1519,3,3,5,8,1,1,1,Semi-Furnished,13
4827771,Jaipur,Budget,1527,3,3,11,11,1,1,0,Unfurnished,9
10417204,Delhi,Budget,1023,2,1,3,3,0,1,1,Fully Furnished,6
14463625,Noida,Premium,1580,3,2,17,23,1,0,1,Unfurnished,8
10337853,Bangalore,Budget,1546,3,3,2,4,1,1,0,Unfurnished,8
10480800,Bangalore,Premium,594,1,1,0,10,1,0,1,Fully Furnished,7
47510859,Mumbai,Premium,1555,3,2,6,9,0,0,1,Fully Furnished,13
37911013,Mumbai,Premium,1348,3,3,4,9,1,1,0,Semi-Furnished,10
6310364,Pune,Budget,1032,2,1,10,18,1,1,0,Fully Furnished,8
18419938,Bangalore,Budget,2432,5,4,3,4,1,0,1,Fully Furnished,4
33306855,Delhi,Premium,1866,4,3,6,12,1,0,0,Unfurnished,7
11086297,Chennai,Premium,965,2,1,0,9,1,1,1,Semi-Furnished,10
20294796,Delhi,Mid,1521,3,3,0,2,1,0,0,Semi-Furnished,10
7989588,Hyderabad,Mid,1029,2,1,1,6,1,1,1,Unfurnished,10
15859083,Bangalore,Mid,1626,3,3,0,16,0,1,1,Unfurnished,5
13205747,Kolkata,Mid,2156,4,4,3,4,1,1,0,Semi-Furnished,9
4087998,Kolkata,Budget,1040,2,2,4,7,1,1,1,Unfurnished,11
23047669,Bangalore,Mid,2062,4,4,3,7,0,1,0,Fully Furnished,11
10197426,Bangalore,Budget,1511,3,2,0,9,1,1,0,Semi-Furnished,11
12840505,Bangalore,Mid,1092,2,1,14,18,1,1,1,Fully Furnished,12
11635646,Kolkata,Mid,2058,4,4,0,3,1,1,0,Unfurnished,8
13703320,Delhi,Budget,1493,3,3,6,7,1,0,1,Semi-Furnished,8
16214157,Delhi,Budget,1758,3,3,0,6,0,1,0,Fully Furnished,7
27693890,Mumbai,Mid,1434,3,3,3,4,0,1,0,Semi-Furnished,6
13266676,Bangalore,Mid,1174,2,1,5,21,0,1,1,Fully Furnished,10
5646940,Bangalore,Budget,837,2,2,0,2,1,0,0,Unfurnished,8
18394336,Kolkata,Premium,2097,4,4,3,3,1,0,0,Semi-Furnished,5
28988292,Delhi,Premium,1672,3,2,6,12,0,1,0,Unfurnished,9
20538087,Bangalore,Mid,1771,4,4,4,4,1,1,1,Fully Furnished,6
4675295,Kolkata,Budget,1016,2,1,6,12,1,1,0,Fully Furnished,6
6129474,Kolkata,Budget,1585,3,2,12,15,1,1,0,Unfurnished,4
17479985,Bangalore,Budget,2530,5,4,3,4,0,1,0,Semi-Furnished,5
10365680,Bangalore,Mid,1045,2,2,2,3,1,0,1,Unfurnished,8
20907697,Delhi,Premium,1016,2,1,1,3,1,1,1,Fully Furnished,7
9705824,Noida,Mid,1368,3,2,3,3,0,0,0,Fully Furnished,5
19017888,Mumbai,Budget,1284,2,2,1,4,1,1,1,Fully Furnished,8
8797769,Noida,Premium,939,2,2,7,17,1,0,1,Semi-Furnished,9
20706659,Chennai,Premium,2052,4,4,2,13,0,0,0,Unfurnished,5
29045168,Hyderabad,Premium,2422,5,5,1,2,1,0,0,Semi-Furnished,4
27023528,Mumbai,Mid,1226,3,2,15,18,0,1,1,Fully Furnished,10
9424925,Bangalore,Budget,1389,3,3,2,2,1,0,1,Unfurnished,9
17963201,Bangalore,Mid,1826,4,3,8,10,0,1,1,Unfurnished,6
21401293,Mumbai,Budget,1630,3,2,1,3,1,1,0,Semi-Furnished,8
4964146,Chennai,Premium,427,1,1,1,2,1,0,0,Semi-Furnished,7
3360711,Jaipur,Budget,938,2,2,12,13,1,1,0,Semi-Furnished,6
2314436,Hyderabad,Budget,372,1,1,5,6,1,1,1,Semi-Furnished,6
4335599,Pune,Mid,511,1,1,2,9,0,1,1,Semi-Furnished,11
14006179,Mumbai,Budget,914,2,1,3,6,1,1,0,Fully Furnished,11
12681521,Bangalore,Mid,1119,2,2,2,2,0,1,1,Fully Furnished,13
15321635,Mumbai,Budget,1036,2,1,5,12,1,0,0,Fully Furnished,12
2117805,Chennai,Budget,431,1,1,3,15,1,0,0,Unfurnished,7
6500753,Noida,Budget,1602,3,3,0,2,1,0,1,Unfurnished,4
8549238,Chennai,Mid,1000,2,2,2,5,1,1,0,Fully Furnished,10
46009175,Mumbai,Premium,1502,3,3,7,8,1,1,0,Fully Furnished,9
3737487,Bangalore,Mid,324,1,1,2,9,1,1,1,Semi-Furnished,11
14971059,Hyderabad,Mid,1991,4,3,4,8,1,1,1,Unfurnished,4
16503659,Bangalore,Budget,2538,5,4,10,11,1,1,1,Unfurnished,10
7234648,Kolkata,Budget,1660,3,3,12,24,0,1,1,Fully Furnished,6
5813626,Kolkata,Budget,1409,3,3,1,5,1,1,1,Semi-Furnished,8
23537177,Chennai,Premium,2273,4,4,5,8,1,1,0,Unfurnished,7
7149663,Bangalore,Budget,1066,2,2,6,11,1,1,1,Unfurnished,12
18194250,Delhi,Budget,2317,5,5,7,9,0,1,1,Unfurnished,8
17729878,Mumbai,Budget,1398,3,3,4,5,1,1,1,Unfurnished,6
27266490,Bangalore,Premium,1670,3,3,3,9,0,1,0,Fully Furnished,6
19206082,Bangalore,Premium,1149,2,1,8,10,1,1,0,Fully Furnished,7
15720450,Chennai,Premium,1502,3,2,1,8,1,0,1,Unfurnished,6
10828145,Chennai,Mid,1517,3,2,1,3,1,0,0,Unfurnished,4
26800739,Mumbai,Mid,1360,3,2,5,7,1,0,1,Semi-Furnished,8
11227107,Bangalore,Budget,1658,3,3,5,18,1,1,0,Semi-Furnished,6
4295628,Delhi,Mid,381,1,1,1,17,0,1,0,Unfurnished,6
23521095,Mumbai,Mid,1101,2,2,3,12,0,1,0,Fully Furnished,8
7704945,Kolkata,Mid,1162,2,1,2,11,1,0,0,Fully Furnished,6
12504685,Mumbai,Budget,1005,2,2,0,3,1,0,1,Unfurnished,11
8806229,Bangalore,Budget,1116,2,1,3,6,1,1,0,Fully Furnished,6
16586274,Mumbai,Budget,1221,2,1,2,2,1,0,0,Semi-Furnished,5
5382876,Ahmedabad,Mid,1032,2,1,10,15,1,0,0,Unfurnished,6
12370674,Hyderabad,Mid,1478,3,3,0,4,0,1,1,Semi-Furnished,6
4675516,Delhi,Budget,491,1,1,8,13,1,1,0,Semi-Furnished,7
15896460,Hyderabad,Mid,1910,4,3,4,15,1,1,1,Semi-Furnished,8
10497388,Pune,Mid,1408,3,2,2,19,1,1,0,Unfurnished,7
14893795,Noida,Premium,1553,3,3,6,12,1,0,0,Semi-Furnished,6
19511432,Delhi,Premium,980,2,1,6,8,0,1,0,Semi-Furnished,6
5753061,Ahmedabad,Budget,1539,3,3,7,9,0,0,0,Semi-Furnished,3
14051054,Noida,Premium,1321,3,2,1,5,1,1,0,Fully Furnished,8
16199850,Noida,Mid,2488,5,5,3,3,0,0,0,Semi-Furnished,8
13602929,Chennai,Mid,1623,3,2,0,3,1,1,1,Fully Furnished,10
11128024,Chennai,Mid,1365,3,3,0,3,1,0,0,Fully Furnished,11
21147000,Bangalore,Mid,2001,4,3,1,23,1,1,0,Semi-Furnished,12
6581724,Pune,Mid,777,2,2,1,3,1,1,0,Semi-Furnished,7
4123097,Hyderabad,Premium,343,1,1,2,12,1,1,1,Semi-Furnished,10
19416652,Chennai,Premium,1596,3,3,3,3,0,0,1,Fully Furnished,9
5042044,Bangalore,Mid,462,1,1,7,24,1,1,1,Semi-Furnished,11
9198695,Pune,Mid,1218,2,1,5,5,1,1,0,Unfurnished,10
8670103,Kolkata,Mid,1551,3,2,3,6,0,1,0,Unfurnished,4
34822657,Mumbai,Premium,1063,2,1,5,6,1,1,0,Fully Furnished,5
5156147,Kolkata,Budget,1370,3,2,7,15,1,1,0,Unfurnished,4
17704273,Hyderabad,Mid,1953,4,3,1,3,1,0,0,Fully Furnished,9
8672840,Kolkata,Premium,912,2,2,11,15,0,1,0,Fully Furnished,9
13457946,Bangalore,Premium,872,2,2,8,10,1,0,1,Semi-Furnished,7
8418283,Bangalore,Budget,1079,2,1,1,3,1,0,0,Fully Furnished,5
6824956,Noida,Mid,1103,2,2,2,2,1,0,1,Unfurnished,10
8625469,Delhi,Mid,547,1,1,8,13,1,0,0,Fully Furnished,4
1597705,Kolkata,Budget,400,1,1,0,3,1,0,0,Semi-Furnished,10
8292560,Bangalore,Budget,1039,2,2,15,19,1,0,1,Fully Furnished,9
4325077,Hyderabad,Budget,770,2,1,3,3,1,1,1,Unfurnished,15
20488295,Delhi,Mid,1658,3,2,3,9,1,1,0,Unfurnished,11
14095104,Hyderabad,Mid,1844,4,4,11,11,0,1,0,Unfurnished,14
25767951,Delhi,Premium,1365,3,2,5,10,1,1,0,Semi-Furnished,19
18631401,Mumbai,Budget,1513,3,2,3,4,1,1,0,Unfurnished,7
12436099,Delhi,Mid,1024,2,2,3,18,0,1,0,Unfurnished,7
27684008,Mumbai,Mid,1491,3,3,9,13,0,1,0,Unfurnished,12
2907664,Jaipur,Budget,866,2,1,2,7,0,1,0,Semi-Furnished,5
2978856,Noida,Budget,636,1,1,9,9,1,1,0,Semi-Furnished,10
12607559,Bangalore,Budget,1797,4,3,5,8,1,1,0,Semi-Furnished,7
4467024,Pune,Budget,822,2,1,17,24,0,1,0,Semi-Furnished,11
7890187,Bangalore,Budget,987,2,1,12,19,1,1,1,Fully Furnished,10
15556493,Chennai,Mid,1848,4,3,2,4,1,1,1,Fully Furnished,7
8649409,Kolkata,Budget,2146,4,3,3,4,1,1,1,Semi-Furnished,6
3950035,Noida,Budget,858,2,2,7,24,1,1,0,Semi-Furnished,8
12382714,Bangalore,Mid,1186,2,1,2,4,0,0,0,Semi-Furnished,3
17409134,Pune,Premium,1624,3,2,11,24,1,1,1,Unfurnished,6
15902666,Delhi,Budget,1648,3,3,7,10,1,1,0,Fully Furnished,5
4025136,Jaipur,Mid,726,1,1,2,2,1,0,0,Fully Furnished,6
20105341,Mumbai,Budget,1509,3,2,5,5,1,0,1,Semi-Furnished,9
28962362,Hyderabad,Premium,2378,5,5,6,7,1,1,0,Semi-Furnished,8
10793310,Chennai,Premium,987,2,1,10,16,0,1,0,Semi-Furnished,7
14024719,Chennai,Mid,1932,4,4,0,5,1,1,0,Unfurnished,8
52731572,Mumbai,Mid,2414,5,5,3,4,1,1,0,Fully Furnished,6
7420619,Noida,Mid,1018,2,2,10,21,0,0,0,Fully Furnished,2
19739399,Delhi,Mid,1462,3,3,1,2,1,1,0,Semi-Furnished,9
9288796,Chennai,Premium,909,2,2,2,8,1,1,0,Unfurnished,6
28593502,Delhi,Premium,1470,3,3,3,7,0,1,1,Semi-Furnished,7
20563242,Delhi,Mid,1565,3,3,0,2,1,1,0,Semi-Furnished,9
14136796,Hyderabad,Premium,1114,2,1,0,2,1,0,0,Fully Furnished,6
8386519,Bangalore,Budget,1307,3,3,1,5,1,1,0,Unfurnished,8
38099344,Mumbai,Mid,1963,4,4,0,3,1,0,0,Semi-Furnished,12
28024498,Mumbai,Premium,983,2,1,0,7,1,1,0,Semi-Furnished,5
8836391,Bangalore,Mid,858,2,1,5,9,1,1,0,Unfurnished,10
5892305,Pune,Premium,485,1,1,11,11,1,1,1,Unfurnished,4
12099969,Ahmedabad,Premium,1517,3,3,2,8,0,1,0,Semi-Furnished,9
55674935,Mumbai,Mid,2562,5,5,4,5,1,1,1,Fully Furnished,12
15250372,Bangalore,Budget,2009,4,4,1,3,1,0,1,Fully Furnished,9
12318522,Mumbai,Budget,894,2,1,3,4,1,1,0,Semi-Furnished,8
22883366,Mumbai,Budget,1741,3,2,3,6,1,1,1,Semi-Furnished,9
8433526,Chennai,Mid,1099,2,2,6,22,0,1,1,Semi-Furnished,7
9273508,Hyderabad,Mid,1066,2,1,3,3,1,1,0,Semi-Furnished,8
30946793,Mumbai,Mid,1620,3,2,5,6,1,1,0,Unfurnished,9
13059657,Delhi,Budget,1529,3,2,1,12,0,1,0,Semi-Furnished,8
20625126,Mumbai,Budget,1654,3,2,5,11,1,1,0,Unfurnished,3
23899217,Kolkata,Premium,2506,5,5,17,24,0,1,0,Fully Furnished,7
11870333,Jaipur,Premium,1500,3,2,0,3,1,0,1,Fully Furnished,6
31010889,Mumbai,Mid,1576,3,2,0,2,1,0,0,Semi-Furnished,3
9072746,Delhi,Budget,1189,2,2,0,5,0,1,1,Unfurnished,7
9343249,Ahmedabad,Budget,2681,5,4,0,3,1,0,0,Semi-Furnished,5
11476289,Noida,Mid,1571,3,3,2,8,1,1,0,Fully Furnished,11
15631988,Bangalore,Budget,2061,4,4,11,19,1,1,0,Fully Furnished,11
22806599,Mumbai,Mid,1083,2,1,4,11,0,1,0,Fully Furnished,5
21099010,Mumbai,Budget,1618,3,2,1,3,1,1,0,Semi-Furnished,10
9997094,Hyderabad,Budget,1655,3,3,2,2,1,0,0,Fully Furnished,7
6662780,Bangalore,Budget,971,2,1,12,20,1,1,0,Unfurnished,12
29759921,Mumbai,Mid,1658,3,3,4,7,0,1,1,Unfurnished,11
24197895,Hyderabad,Premium,2041,4,4,6,22,0,1,1,Semi-Furnished,15
20846405,Mumbai,Mid,1078,2,1,12,12,1,1,0,Unfurnished,8
5052125,Pune,Mid,665,1,1,15,24,0,1,1,Unfurnished,7
14327298,Delhi,Budget,1589,3,3,13,18,1,0,1,Semi-Furnished,5
34223972,Mumbai,Premium,1109,2,1,5,6,1,1,1,Semi-Furnished,9
11421606,Hyderabad,Mid,1453,3,2,1,13,1,1,0,Unfurnished,11
11047905,Bangalore,Budget,1679,3,3,4,6,1,1,0,Unfurnished,13
8574325,Jaipur,Premium,1083,2,1,0,4,1,1,1,Fully Furnished,5
15473334,Hyderabad,Mid,2015,4,4,0,4,1,1,0,Unfurnished,5
23572096,Delhi,Mid,1632,3,2,0,5,0,1,0,Fully Furnished,3
18083932,Pune,Mid,2310,4,4,0,2,1,0,0,Semi-Furnished,10
25786386,Delhi,Premium,1359,3,2,2,3,1,0,0,Semi-Furnished,5
6389217,Ahmedabad,Budget,1903,4,3,6,7,0,0,0,Unfurnished,4
8292904,Bangalore,Mid,822,1,1,6,24,0,1,1,Unfurnished,4
6036416,Hyderabad,Budget,1051,2,1,8,8,0,1,1,Semi-Furnished,3
10112516,Mumbai,Mid,522,1,1,0,6,1,1,1,Unfurnished,7
9574810,Bangalore,Mid,986,2,2,2,4,1,1,1,Unfurnished,9
20639619,Kolkata,Premium,2145,4,4,3,3,1,0,0,Fully Furnished,10
14646738,Kolkata,Premium,1813,3,2,0,10,1,1,0,Unfurnished,11
25828316,Delhi,Mid,1920,4,4,9,16,1,1,0,Semi-Furnished,8
20575913,Delhi,Premium,988,2,1,2,5,1,1,0,Fully Furnished,10
5807637,Kolkata,Mid,957,2,2,3,8,1,1,1,Unfurnished,8
14105981,Noida,Mid,2087,4,4,9,11,1,0,1,Semi-Furnished,12
23253888,Mumbai,Mid,1146,2,2,1,2,1,0,0,Semi-Furnished,7
25783871,Bangalore,Premium,1694,3,2,4,5,0,1,1,Semi-Furnished,6
9605740,Delhi,Budget,1092,2,1,11,12,1,1,0,Semi-Furnished,11
8019884,Ahmedabad,Budget,2302,4,4,11,11,1,1,1,Unfurnished,8
42086578,Mumbai,Premium,1431,3,3,2,2,1,0,1,Semi-Furnished,12
24843006,Delhi,Premium,1399,3,3,2,4,1,0,1,Unfurnished,14
3385531,Pune,Budget,676,1,1,0,10,0,1,0,Semi-Furnished,4
48327253,Mumbai,Premium,1514,3,2,3,4,1,0,0,Fully Furnished,5
8990959,Hyderabad,Budget,1834,4,3,2,15,0,1,0,Unfurnished,6
29616749,Bangalore,Premium,1962,4,4,1,2,0,0,0,Semi-Furnished,16
5256756,Delhi,Budget,530,1,1,1,3,1,0,1,Semi-Furnished,7
9116107,Bangalore,Mid,922,2,2,3,4,0,1,0,Unfurnished,12
4879352,Hyderabad,Budget,878,2,1,16,22,1,1,0,Unfurnished,7
20910650,Mumbai,Mid,975,2,2,2,14,0,1,1,Fully Furnished,8
11262944,Hyderabad,Mid,1372,3,2,16,18,0,1,0,Semi-Furnished,9
9649101,Kolkata,Premium,1076,2,2,4,6,0,1,1,Semi-Furnished,4
6723946,Pune,Mid,766,2,1,0,15,0,1,1,Fully Furnished,9
20216244,Mumbai,Budget,1510,3,3,16,17,0,1,1,Semi-Furnished,11
34539612,Mumbai,Mid,1562,3,2,2,5,1,1,1,Fully Furnished,10
12912323,Delhi,Budget,1489,3,3,13,24,0,1,0,Semi-Furnished,9
25050528,Bangalore,Mid,2631,5,5,1,16,1,1,0,Unfurnished,6
6158945,Bangalore,Budget,835,2,1,3,24,1,1,0,Semi-Furnished,9
10225719,Chennai,Mid,1415,3,2,17,17,1,1,0,Unfurnished,3
12481286,Mumbai,Budget,960,2,1,1,13,1,0,0,Semi-Furnished,8
16097906,Mumbai,Budget,1085,2,2,11,24,1,1,1,Fully Furnished,5
5936011,Bangalore,Mid,526,1,1,6,6,0,1,0,Semi-Furnished,7
6492386,Pune,Budget,1257,2,2,12,13,1,0,0,Semi-Furnished,15
9388951,Delhi,Budget,903,2,1,2,3,1,1,1,Fully Furnished,11
6533429,Chennai,Mid,832,2,2,6,12,1,0,1,Unfurnished,7
32501213,Delhi,Mid,2214,4,3,11,14,1,1,1,Fully Furnished,5
10726011,Ahmedabad,Premium,1328,3,3,8,11,1,1,1,Semi-Furnished,10
9565658,Ahmedabad,Budget,2581,5,5,14,16,1,1,1,Semi-Furnished,9
26796564,Delhi,Premium,1382,3,3,2,6,1,1,1,Semi-Furnished,10
13336366,Delhi,Premium,751,2,1,7,8,0,1,0,Unfurnished,2
10291116,Bangalore,Mid,955,2,2,1,2,0,0,0,Semi-Furnished,5
15326400,Delhi,Mid,1107,2,2,2,3,1,1,1,Semi-Furnished,12
4321160,Chennai,Budget,853,2,1,5,10,1,1,0,Unfurnished,10
5767777,Kolkata,Budget,1569,3,3,2,8,0,0,1,Unfurnished,9
12027777,Chennai,Mid,1591,3,2,1,3,0,0,1,Semi-Furnished,8
7510588,Kolkata,Premium,847,2,2,0,4,0,1,0,Semi-Furnished,8
6994931,Bangalore,Budget,972,2,2,0,5,1,0,1,Semi-Furnished,9
13630003,Mumbai,Mid,689,1,1,3,11,1,1,0,Semi-Furnished,6
8433010,Pune,Mid,1078,2,2,9,9,0,1,1,Unfurnished,10
11078953,Bangalore,Mid,968,2,1,1,2,1,0,0,Fully Furnished,13
12097967,Chennai,Mid,1549,3,2,4,13,0,1,1,Semi-Furnished,6
13675972,Delhi,Mid,917,2,2,3,4,1,1,0,Fully Furnished,9
21216007,Mumbai,Budget,1633,3,3,1,10,1,1,0,Semi-Furnished,8
6033289,Jaipur,Mid,1133,2,2,3,3,1,0,1,Semi-Furnished,10
7364235,Mumbai,Budget,514,1,1,6,24,1,1,1,Unfurnished,6
10973911,Jaipur,Mid,2027,4,4,2,2,0,0,0,Fully Furnished,6
7448015,Jaipur,Mid,1380,3,2,2,12,0,0,0,Fully Furnished,7
3610969,Kolkata,Budget,837,2,1,2,8,1,1,1,Semi-Furnished,9
16524007,Chennai,Mid,1954,4,3,0,2,1,0,0,Fully Furnished,11
4148499,Hyderabad,Mid,489,1,1,1,2,1,1,1,Unfurnished,5
6130271,Ahmedabad,Mid,1127,2,1,0,5,0,1,1,Semi-Furnished,8
21777735,Delhi,Mid,1610,3,3,4,14,1,1,1,Semi-Furnished,5
10994682,Bangalore,Budget,1522,3,2,0,2,0,0,0,Fully Furnished,8
8277382,Chennai,Mid,1142,2,1,6,11,0,1,0,Unfurnished,5
2882327,Bangalore,Budget,386,1,1,0,10,1,1,0,Semi-Furnished,6
30231900,Bangalore,Premium,2129,4,4,3,4,1,1,0,Unfurnished,6
10954057,Delhi,Mid,905,2,2,1,2,0,0,0,Unfurnished,5
6159052,Hyderabad,Budget,1148,2,2,20,21,1,1,1,Unfurnished,13
6468917,Kolkata,Budget,1498,3,2,1,4,0,1,1,Fully Furnished,16
36348079,Delhi,Premium,1760,4,4,0,2,0,0,0,Fully Furnished,9
3583326,Noida,Mid,587,1,1,10,10,0,1,0,Unfurnished,5
11564109,Chennai,Mid,1597,3,3,3,3,1,0,0,Unfurnished,6
9010723,Kolkata,Mid,1445,3,3,3,7,1,1,0,Semi-Furnished,5
5486514,Hyderabad,Budget,955,2,1,1,2,1,0,1,Semi-Furnished,10
8190098,Pune,Budget,1480,3,2,4,24,0,1,0,Fully Furnished,6
41519572,Mumbai,Mid,2268,5,5,6,6,1,1,0,Unfurnished,13
3367196,Kolkata,Budget,716,2,1,19,24,1,1,0,Fully Furnished,8
22271148,Mumbai,Mid,1156,2,2,2,5,0,1,0,Semi-Furnished,9
13954202,Ahmedabad,Premium,1901,4,4,1,5,1,1,1,Unfurnished,9
7584773,Jaipur,Mid,1722,3,2,14,21,0,0,1,Unfurnished,6
9572263,Delhi,Budget,1164,2,1,3,5,0,1,0,Unfurnished,10
13814953,Delhi,Budget,1688,3,2,5,6,1,1,1,Unfurnished,8
12638734,Pune,Mid,1421,3,3,1,2,0,1,1,Fully Furnished,11
18624747,Delhi,Mid,1306,3,2,10,24,0,0,0,Fully Furnished,9
7758585,Ahmedabad,Budget,1869,4,3,2,2,1,1,1,Fully Furnished,3
18353410,Mumbai,Mid,946,2,2,13,13,1,1,0,Unfurnished,8
14341250,Mumbai,Mid,715,2,1,2,8,1,1,0,Semi-Furnished,7
5096947,Jaipur,Budget,1442,3,2,1,2,0,0,0,Fully Furnished,7
4928139,Chennai,Budget,975,2,1,2,2,0,1,0,Semi-Furnished,6
7498493,Kolkata,Mid,1344,3,2,7,23,1,0,1,Unfurnished,6
11537528,Delhi,Mid,875,2,2,6,12,1,1,1,Unfurnished,7
7734818,Chennai,Mid,973,2,1,0,11,0,1,0,Semi-Furnished,9
17787556,Hyderabad,Premium,1542,3,3,5,6,0,1,0,Semi-Furnished,5
8121619,Hyderabad,Budget,1393,3,3,0,4,0,1,1,Fully Furnished,7
13059302,Chennai,Mid,1535,3,2,3,10,1,1,1,Fully Furnished,7
7986204,Hyderabad,Budget,1516,3,3,9,9,1,1,0,Unfurnished,7
13763134,Bangalore,Premium,1005,2,1,2,12,1,1,1,Unfurnished,5
13312964,Delhi,Mid,921,2,2,1,5,1,1,1,Fully Furnished,9
15602640,Pune,Premium,1339,3,2,12,24,1,1,1,Semi-Furnished,7
10010096,Delhi,Budget,1203,2,2,2,2,1,0,0,Unfurnished,5
13703300,Pune,Mid,1575,3,3,0,2,1,0,1,Fully Furnished,6
21456995,Delhi,Mid,1620,3,3,17,21,1,1,0,Semi-Furnished,5
10761173,Chennai,Premium,989,2,2,8,10,1,1,1,Unfurnished,8
11515748,Pune,Mid,1480,3,3,1,5,1,1,1,Semi-Furnished,7
11030946,Delhi,Premium,558,1,1,5,13,1,1,1,Semi-Furnished,12
23557262,Mumbai,Mid,1279,3,2,3,6,1,1,0,Unfurnished,5
18410254,Mumbai,Mid,866,2,2,2,2,1,0,0,Semi-Furnished,8
3987072,Hyderabad,Mid,404,1,1,5,10,1,1,1,Semi-Furnished,6
8910164,Kolkata,Mid,1445,3,3,4,4,1,1,0,Semi-Furnished,6
25466161,Mumbai,Mid,1394,3,2,1,2,1,0,0,Unfurnished,8
12141768,Pune,Mid,1539,3,3,0,3,1,0,0,Semi-Furnished,11
15795510,Bangalore,Mid,1509,3,3,1,7,0,1,0,Semi-Furnished,6
27620755,Bangalore,Premium,1667,3,3,1,2,1,0,0,Fully Furnished,7
5592930,Noida,Budget,1296,2,2,5,18,1,0,0,Semi-Furnished,7
16822402,Delhi,Mid,1348,3,3,8,8,0,1,1,Unfurnished,6
20869796,Bangalore,Premium,1517,3,3,1,4,0,1,0,Unfurnished,5
25334894,Mumbai,Premium,1017,2,2,5,11,0,1,0,Unfurnished,11
20078448,Mumbai,Budget,1498,3,3,13,14,1,1,1,Semi-Furnished,10
15168320,Delhi,Budget,1869,4,3,0,9,1,1,0,Unfurnished,7
18780252,Mumbai,Mid,889,2,1,3,3,1,1,1,Semi-Furnished,16
14753659,Chennai,Mid,2028,4,4,2,2,0,0,1,Unfurnished,11
4507424,Bangalore,Mid,386,1,1,15,17,1,1,0,Unfurnished,16
5360042,Hyderabad,Budget,1019,2,2,0,4,0,1,1,Semi-Furnished,10
15282800,Mumbai,Budget,970,2,1,2,2,1,1,0,Fully Furnished,5
22354261,Delhi,Mid,1516,3,3,3,10,1,0,1,Fully Furnished,2
5147128,Chennai,Budget,885,2,1,0,3,1,1,0,Fully Furnished,10
8040134,Noida,Budget,2018,4,3,3,24,1,1,0,Unfurnished,5
37033362,Mumbai,Mid,1894,4,4,11,17,0,1,0,Semi-Furnished,10
9304844,Ahmedabad,Mid,1519,3,2,8,9,0,1,0,Fully Furnished,2
20035029,Hyderabad,Premium,1660,3,3,1,16,1,0,0,Semi-Furnished,6
25640387,Hyderabad,Premium,2031,4,4,5,6,1,1,0,Fully Furnished,10
12112421,Hyderabad,Budget,2038,4,3,3,14,0,1,1,Fully Furnished,5
34902965,Mumbai,Mid,1598,3,3,5,10,1,1,0,Fully Furnished,11
19715519,Mumbai,Budget,1331,3,2,2,2,1,1,0,Fully Furnished,9
10013072,Hyderabad,Budget,1706,3,2,2,24,0,1,0,Fully Furnished,8
20347673,Bangalore,Premium,1373,3,2,0,17,1,1,1,Semi-Furnished,14
7672288,Noida,Mid,1105,2,1,8,24,0,1,0,Fully Furnished,14
11042997,Bangalore,Budget,1589,3,2,6,12,1,1,1,Semi-Furnished,9
4904567,Mumbai,Budget,391,1,1,0,6,0,1,1,Unfurnished,9
5737955,Pune,Budget,1121,2,2,2,3,1,1,0,Unfurnished,8
22568709,Delhi,Mid,1559,3,2,0,3,1,1,1,Fully Furnished,9
22391905,Hyderabad,Mid,2726,5,4,3,3,1,0,0,Semi-Furnished,11
19666402,Pune,Mid,2523,5,4,1,3,0,0,0,Semi-Furnished,11
5574427,Ahmedabad,Budget,1486,3,3,2,8,1,1,0,Semi-Furnished,6
8112160,Kolkata,Mid,1438,3,3,0,11,1,0,0,Unfurnished,2
4528955,Chennai,Budget,790,2,2,3,4,1,1,1,Semi-Furnished,4
12340929,Chennai,Mid,1461,3,2,4,8,1,1,0,Fully Furnished,9
